Character,Dialogue
unknown,- Uh-huh.
unknown,- (Light clicks on)
unknown,"Oh, I guess martinis work better than wax, huh?"
unknown,(Chuckles)
unknown,"Johnny, wasn't it you who said it was dangerous to treat your assets like personal possessions?"
unknown,And what may I ask are you two doing back here?
unknown,"I told you we would get caught, Roly."
unknown,"Well if you must know, Jocelyn and I had been renting our extra bedroom to uh, help pay for this place."
unknown,"Yeah, and so we thought there's nobody here, it might be nice to have a weekend where a total stranger wasn't making themselves at home in my kitchen."
unknown,"Okay, look Roland, I may have been a bit too much of a stickler earlier."
unknown,"Ah no, no it's fine, Johnny, we'll just uh, we'll just sleep in the truck with the baby."
unknown,"Or you know what, you could give us the keys to your place, it would be like wife swap except we wouldn't be swapping wives, - we'd be swapping mattresses."
unknown,"- Okay, you can take the room."
unknown,- It's not gonna happen.
unknown,"- Oh thank you, guys."
unknown,Okay.
unknown,"Great, thank you."
unknown,I've never stayed in a Presidential Suite.
unknown,(Bostonian accent)
unknown,"Enjoy it, Honey, this one uh reminds me a lot of the uh, suites in uh Cuba before Castro took over."
unknown,"- That's not, that's not JFK."
unknown,"- Yes, it's JFK, he's always Ask a not what your country can do for you."
unknown,- Who said that?
unknown,- The man's from Boston.
unknown,- John!
unknown,"- He didn't say, no he's not, he's from Upstate New York."
unknown,- Coming Moira.
unknown,- And FDR said that.
unknown,(Jazz music plays)
unknown,(Bell jingles over door)
unknown,What is all this?
unknown,Sit.
unknown,(Footsteps scuff)
unknown,Did you close down the whole caf̩?
unknown,More like I politely but forcefully asked everyone to leave.
unknown,"So the set menu for tonight is mozzarella sticks, four cheese lasagna, and a blueberry cheesecake for dessert."
unknown,"Huh, that's a lot of dairy."
unknown,All of your cheat day favorites.
unknown,"Also, I may have forgotten about the whole milk situation."
unknown,"Well, I appreciate the gesture, Alexis."
unknown,So I feel like there's an elephant in the room and I skipped the class that taught us how to care for large mammals and I don't know how to get it to leave.
unknown,"You can't move back here, Ted, you've just been offered the job of your dreams and there's no turning back now."
unknown,And just think of all those gross little flies that are still out there for you to discover.
unknown,"Actually, those flies are an invaluable piece of the puzzle in the study of evolution, but yes we do have our fingers crossed that there are still a few more out there."
unknown,"What about you, what are you gonna do?"
unknown,"This might come as a shock to you, Ted, but I can't move to the Galapagos."
unknown,I wouldn't let you even if you tried.
unknown,"You're building something special here, Alexis, and you deserve to see where it takes you."
unknown,I'm so proud of you.
unknown,I'm so proud of you.
unknown,I'd like to think that we helped each other get here.
unknown,I know that we did.
unknown,And when you get on that plane tomorrow I want you to know how grateful I am to have met you.
unknown,I don't think I'm ever gonna meet another woman who made me feel the way that you do.
unknown,"I'm sure there'll be like some other woman, somewhere."
unknown,(Sad exhale)
unknown,Can't say that we didn't try.
unknown,"I love you, Ted."
unknown,I love you too.
unknown,"(""Dedicated to the One I Love"" by the Mamas and the Papas)"
unknown,"While I'm far away from you, my baby I know it's hard for you, my baby Because it's hard for me, my baby Because the darkest hour To us."
unknown,Is just before dawn - To us.
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired: January 2015 to April 2020.*"
unknown,"Okay, I'm just saying, she broke up with Ted less than a week ago, and I am finding"
unknown,"this whole rebound thing to be alarmingly manic, and regressive."
unknown,"Well, it does sound a little quick."
unknown,"I mean, has anybody even met this guy?"
unknown,"David, when did you become the Grim Reaper of romance?"
unknown,- (Door opens)
unknown,- Oh.
unknown,(Gasps) Alexis!
unknown,We were just having the most stimulating conversation about you... ganda!
unknown,Ugandan... politics.
unknown,Were you guys waiting up for me?
unknown,- Ah!
unknown,- N-no!
unknown,"No, I actually didn't know that you had left."
unknown,I was on a date.
unknown,"Artie took me to the new steakhouse in Elmdale, and it was like, way too expensive, but hey, I'm not the one paying."
unknown,"(Scoffs) ""Artie?"""
unknown,"Yeah, I just thought after like, the whole Ted thing, it was healthier for me to just put myself out there."
unknown,"Anyway, if you'll excuse me, I need to get ready for bed."
unknown,"I say, bravo, Alexis."
unknown,Fling forward!
unknown,Ugh!
unknown,(Crickets chirp)
unknown,Hi.
unknown,"Sorry, wrong room."
unknown,"Uh, I'm-I'm lookin' for Lexi."
unknown,Hmm? Lexi?
unknown,"Uh, Alexis. (Chuckles) I call her Lexi."
unknown,"Well, this is where Lexi lives."
unknown,"Um, I'm her brother, David, but you can call me Davey."
unknown,"Hey, how you doin', Davey?"
unknown,"Uh, Lexi left her purse in my car."
unknown,Oh! You're a godsend.
unknown,I'll make sure Lexi gets it.
unknown,"I'm Johnny Rose, I'm Alexis' father."
unknown,"Arthur Camden, but uh,"
unknown,- you can call me Artie.
unknown,- Uh-huh.
unknown,"Hello, Artie. Moira Rose."
unknown,Lexi's mum.
unknown,"Very cool. Uh... anyway,"
unknown,I'm gonna sh**t Lexi a text.
unknown,"Yeah, okay."
unknown,- Take care.
unknown,- You betcha.
unknown,(Door slams)
unknown,Our Lexi is making some wonderful choices.
unknown,"(Car starts, birds chirp)"
unknown,(Music plays softly)
unknown,"Okay, so what's the total for the floral arrangement?"
unknown,"Um, I mean, it's hard to get an exact total at the moment, because there are so many variables still in play."
unknown,"Like you calling the florist, and getting a quote?"
unknown,- That might be one of them.
unknown,- Okay.
unknown,"Um, Jocelyn has been smiling and waving at me from across the room in a very disturbing way."
unknown,"I meant to tell you she approached me about uh, working at the Apothecary."
unknown,- Hmm.
unknown,- (Laughs)
unknown,"You did tell her ""no?"""
unknown,That it probably wasn't the best fit for our brand identity?
unknown,"Uh, I told her that I had to talk to you about it."
unknown,"Look, she's coming over."
unknown,Here she is.
unknown,"Hi, boys."
unknown,It looked like you were calling me over.
unknown,(Laughs) Did it?
unknown,"Anywho, um... I don't know if Patrick mentioned that we had talked earlier, and he had said that there might be a use for an extra set of hands at the store."
unknown,Huh!
unknown,"Well, I think we're still assessing that at this point."
unknown,"Well, you let me know when you're done assessing."
unknown,"I'll be the mother with the baby at home looking for some extra cash, after I invested in your father's business."
unknown,I'll be over here.
unknown,"Okay, that's a lot to unload over brunch."
unknown,Yes!
unknown,I spent my brunch looking at the classifieds.
unknown,There is an opening for a waitress at Bazongas Gentlemen's Club.
unknown,I guess I could try that.
unknown,"I'm sure we can figure something out, Jocelyn. Right, David?!"
unknown,I don't know what's wrong with Bazongas.
unknown,But I guess a trial run wouldn't hurt anybody.
unknown,(Laughs) There ya go!
unknown,"Thanks, you guys, oh! I'll meet you at the store."
unknown,I'm just gonna go home and change into something a little more casual.
unknown,"""More casual?"""
unknown,"Well, look at it this way, David."
unknown,Maybe having Jocelyn on staff will give a little extra time to call the florist.
unknown,(Sighs)
unknown,Alexis: (Giggles)
unknown,Ohh!
unknown,"Boy, young people and their phones."
unknown,Mm.
unknown,Would that be David you're having an online laugh with?
unknown,"No, it's Arthur."
unknown,"He's so funny, and he has so many good stories."
unknown,"Well, I'm sure he does."
unknown,"When you have that many years under your belt, you're bound to have collected a good story or two."
unknown,Yeah.
unknown,We're going to the Elm Lake Jazz Festival this afternoon.
unknown,Artie loves to scat along with the songs.
unknown,- Ah.
unknown,- Do you know what scatting is?
unknown,"I do, not a huge fan."
unknown,(Laughs)
unknown,"But uh, since you... brought up Arthur,"
unknown,"Um, you know, I-I was just thinking of... how some people say you shouldn't rush into a new relationship, right after a breakup."
unknown,"Okay, trust me, it's just totally fun and casual."
unknown,"Okay, well, casual."
unknown,Casual is good. Casual is uh...
unknown,- exceptionally good.
unknown,- Yeah.
unknown,"Artie's an old soul, and you know how I'm an old soul, so we're just like, two old souls having fun together."
unknown,"Well, he is an old soul. I'll give you that."
unknown,"Uh, if you were guessing, Alexis, uh... how old a soul would you say Arthur is?"
unknown,Artie doesn't care about things like age.
unknown,Oh.
unknown,"Although it is his birthday next weekend, and we were planning a weekend trip to wine country."
unknown,A weekend in wine country?
unknown,"Yeah, his ex-wife owns a vineyard, and his kids and grandkids are gonna be there."
unknown,(Coughs)
unknown,"Well, it's sounding uh, less and less casual by the minute."
unknown,"Okay, chill, Dad!"
unknown,- (Phone buzzes)
unknown,- Hmm!
unknown,"Oh my God, is he calling me right now?!"
unknown,That is so     .
unknown,"Hey, babe."
unknown,"Yep, you just double-tap on photo with your finger."
unknown,Okay.
unknown,Oh! This is so exciting!
unknown,(Laughs)
unknown,(Bell on door jingles)
unknown,- Alright.
unknown,- Okay!
unknown,"Now, I like to approach the customer as if we don't need their business."
unknown,"Okay, let them wander the store, experience the products."
unknown,We're here to help if they have a question.
unknown,- Okay.
unknown,- Excuse me?
unknown,Do you have this in a smaller size?
unknown,"- We don't, unfortunately."
unknown,- Oh.
unknown,"Although, speaking as someone who uses the body milk on the regs, just had a baby,"
unknown,- don't wanna get stretch marks.
unknown,- (All chuckle)
unknown,"Trust me when I say you're gonna wanna go with the larger size,"
unknown,'cause you'll go through it faster than you think.
unknown,"Oh, actually, I'm shopping for my daughter."
unknown,She just had a baby as well.
unknown,"Hm, well, take a look around, and let us know if you have any questions."
unknown,"I say look no further, go with the body milk."
